Post ID	Campaign Name	Image Name	Platform	Graphic Headline	Image Prompt	Caption	Hashtags	Scheduled Date	Scheduled Time	Holiday Or Seasonal Context	Status	Enabled
20261202-FB-073	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-care-team-coordination-01	Facebook	Connected Teams Create Calmer Days	branded care coordination graphic, portrait format, soft blue-green gradients, connected team icons, welcoming healthcare-tech aesthetic, balanced spacing, strong centered headline, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Connected Teams Create Calmer Days	Care feels stronger when teams are aligned. CommunityBridge helps clinicians, administrators, and family-facing staff stay coordinated so important details reach the right people at the right time. Request a demo to explore a more connected approach.	#CommunityBridge #CareCoordination #ABATherapy #TeamCommunication #HealthcareWorkflow #ProviderSupport	2026-12-02	10:00 AM	Holiday Season	Pending	TRUE
20261202-IG-073	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-care-team-coordination-01	Instagram	Connected Teams Create Calmer Days	branded care coordination graphic, portrait format, soft blue-green gradients, connected team icons, welcoming healthcare-tech aesthetic, balanced spacing, strong centered headline, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Connected Teams Create Calmer Days	Connected teams can support families with more consistency and less stress. CommunityBridge helps bring the right people and information together. Request a demo to learn more.	#CommunityBridge #CareCoordination #ABATherapy #TeamCommunication #HealthcareWorkflow #ProviderSupport	2026-12-02	10:00 AM	Holiday Season	Pending	TRUE
20261204-FB-074	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-parent-trust-02	Facebook	Trust Grows Through Clear Communication	supportive branded social graphic, family trust theme, clean portrait layout, soft green and blue arcs, subtle family silhouettes or icons, modern calming typography, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Trust Grows Through Clear Communication	Trust is built through steady communication, clear expectations, and reliable follow-through. CommunityBridge helps organizations create a more supportive experience for families through stronger coordination. Request a demo to see how the platform supports trust at scale.	#CommunityBridge #ParentTrust #FamilySupport #ABATherapy #CareTeams #HealthcareTechnology	2026-12-04	10:00 AM	Holiday Season	Pending	TRUE
20261204-IG-074	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-parent-trust-02	Instagram	Trust Grows Through Clear Communication	supportive branded social graphic, family trust theme, clean portrait layout, soft green and blue arcs, subtle family silhouettes or icons, modern calming typography, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Trust Grows Through Clear Communication	Trust grows when families feel informed and supported. CommunityBridge helps teams create a clearer experience from day to day. Request a demo to see how.	#CommunityBridge #ParentTrust #FamilySupport #ABATherapy #CareTeams #HealthcareTechnology	2026-12-04	10:00 AM	Holiday Season	Pending	TRUE
20261207-FB-075	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-provider-growth-03	Facebook	Growth Needs Systems That Scale	professional growth-focused healthcare graphic, clean white field, subtle upward motion elements, dashboard and team icons, blue-green brand accents, modern polished portrait composition, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Growth Needs Systems That Scale	As organizations grow, the need for consistent systems grows with them. CommunityBridge helps providers support expansion without losing visibility, communication, or operational confidence. Request a demo to explore scalable coordination.	#CommunityBridge #ProviderGrowth #ABATherapy #HealthcareOperations #ScalableSystems #ClinicLeadership	2026-12-07	10:00 AM	Holiday Season	Pending	TRUE
20261207-IG-075	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-provider-growth-03	Instagram	Growth Needs Systems That Scale	professional growth-focused healthcare graphic, clean white field, subtle upward motion elements, dashboard and team icons, blue-green brand accents, modern polished portrait composition, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Growth Needs Systems That Scale	Growth works better when the system behind it can scale. CommunityBridge helps providers build with more visibility and confidence. Request a demo to learn more.	#CommunityBridge #ProviderGrowth #ABATherapy #HealthcareOperations #ScalableSystems #ClinicLeadership	2026-12-07	10:00 AM	Holiday Season	Pending	TRUE
20261209-FB-076	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-operational-clarity-04	Facebook	Operational Clarity Changes Everything	minimal branded operations graphic, portrait static design, crisp typography, subtle workflow layers and directional lines, clean healthcare-tech atmosphere, blue and green highlight accents, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Operational Clarity Changes Everything	Operational clarity helps teams move faster with less confusion. CommunityBridge brings key workflows into one connected experience so providers can support staff and families more effectively. Request a demo to see how clearer operations can improve the day.	#CommunityBridge #OperationalClarity #ClinicOperations #ABATherapy #WorkflowSupport #HealthcareTechnology	2026-12-09	10:00 AM	Holiday Season	Pending	TRUE
20261209-IG-076	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-operational-clarity-04	Instagram	Operational Clarity Changes Everything	minimal branded operations graphic, portrait static design, crisp typography, subtle workflow layers and directional lines, clean healthcare-tech atmosphere, blue and green highlight accents, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Operational Clarity Changes Everything	Clarity creates momentum. CommunityBridge helps teams simplify operations so the day can run with more confidence. Request a demo to explore the platform.	#CommunityBridge #OperationalClarity #ClinicOperations #ABATherapy #WorkflowSupport #HealthcareTechnology	2026-12-09	10:00 AM	Holiday Season	Pending	TRUE
20261211-FB-077	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-faq-education-05	Facebook	Better Questions Lead To Better Workflows	educational branded social graphic, portrait layout, FAQ card motif, calm healthcare-tech palette, clean whitespace, modern headline and subtle icon accents, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Better Questions Lead To Better Workflows	Sometimes the best workflow improvements start with the right questions. CommunityBridge helps organizations simplify the systems behind communication, scheduling, and day-to-day coordination. Request a demo to see what a more connected workflow could look like.	#CommunityBridge #ABAEducation #HealthcareWorkflow #ABATherapy #OperationsSupport #ProviderTools	2026-12-11	10:00 AM	Holiday Season	Pending	TRUE
20261211-IG-077	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-faq-education-05	Instagram	Better Questions Lead To Better Workflows	educational branded social graphic, portrait layout, FAQ card motif, calm healthcare-tech palette, clean whitespace, modern headline and subtle icon accents, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Better Questions Lead To Better Workflows	Good questions often lead to stronger systems. CommunityBridge helps teams simplify everyday coordination with tools built for clarity. Request a demo to learn more.	#CommunityBridge #ABAEducation #HealthcareWorkflow #ABATherapy #OperationsSupport #ProviderTools	2026-12-11	10:00 AM	Holiday Season	Pending	TRUE
20261214-FB-078	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-demo-cta-06	Facebook	See CommunityBridge In Action	branded promotional static graphic, clean modern healthcare-tech style, subtle app interface cards, green call-to-action accent, white and slate composition, confident headline area, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text See CommunityBridge In Action	The best way to understand a stronger workflow is to see it in action. CommunityBridge helps organizations simplify communication, scheduling, coordination, and operational visibility in one connected platform. Request a demo to explore how it could support your team.	#CommunityBridge #RequestADemo #ABATherapy #HealthcareTechnology #CareCoordination #ClinicOperations	2026-12-14	10:00 AM	Holiday Season	Pending	TRUE
20261214-IG-078	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-demo-cta-06	Instagram	See CommunityBridge In Action	branded promotional static graphic, clean modern healthcare-tech style, subtle app interface cards, green call-to-action accent, white and slate composition, confident headline area, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text See CommunityBridge In Action	Want to see how a more connected care workflow could look for your team. Request a demo and explore CommunityBridge in action.	#CommunityBridge #RequestADemo #ABATherapy #HealthcareTechnology #CareCoordination #ClinicOperations	2026-12-14	10:00 AM	Holiday Season	Pending	TRUE
20261216-FB-079	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-role-based-dashboards-07	Facebook	Clear Roles Create Better Care Days	clean branded healthcare-tech social graphic, white and slate background with subtle blue-green gradient accents, calm modern layout, abstract connected nodes and dashboard cards, headline centered, CommunityBridge brand feel, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Clear Roles Create Better Care Days	When every role can see what matters most, daily operations get easier to manage. CommunityBridge helps teams reduce confusion, support consistent communication, and keep care moving forward with more clarity. Request a demo to see how a more connected workflow can support your organization.	#CommunityBridge #ABATherapy #CareCoordination #HealthcareTechnology #BCBA #ClinicOperations	2026-12-16	10:00 AM	Holiday Season	Pending	TRUE
20261216-IG-079	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-role-based-dashboards-07	Instagram	Clear Roles Create Better Care Days	clean branded healthcare-tech social graphic, white and slate background with subtle blue-green gradient accents, calm modern layout, abstract connected nodes and dashboard cards, headline centered, CommunityBridge brand feel, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Clear Roles Create Better Care Days	Clear roles make busy care days feel more manageable. CommunityBridge helps teams stay connected, informed, and ready to support families with more confidence. Request a demo to see the workflow in action.	#CommunityBridge #ABATherapy #CareCoordination #HealthcareTechnology #BCBA #ClinicOperations	2026-12-16	10:00 AM	Holiday Season	Pending	TRUE
20261218-FB-080	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-family-communication-08	Facebook	Family Communication Should Feel Simple	static branded portrait social graphic, supportive healthcare-tech style, soft green and blue accents, clean whitespace, subtle message bubbles and family-care icons, modern sans serif typography, calm reassuring composition, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Family Communication Should Feel Simple	Families should not have to guess what comes next. CommunityBridge helps care teams share timely updates, reduce back-and-forth, and create a more confident experience for parents and caregivers. Request a demo to explore a simpler communication workflow.	#CommunityBridge #FamilyCommunication #ABATherapy #CareTeams #ParentSupport #HealthcareWorkflow	2026-12-18	10:00 AM	Holiday Season	Pending	TRUE
20261218-IG-080	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-family-communication-08	Instagram	Family Communication Should Feel Simple	static branded portrait social graphic, supportive healthcare-tech style, soft green and blue accents, clean whitespace, subtle message bubbles and family-care icons, modern sans serif typography, calm reassuring composition, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Family Communication Should Feel Simple	Better family communication starts with clearer systems behind the scenes. CommunityBridge helps providers keep updates timely, simple, and easier for families to trust. Request a demo to learn more.	#CommunityBridge #FamilyCommunication #ABATherapy #CareTeams #ParentSupport #HealthcareWorkflow	2026-12-18	10:00 AM	Holiday Season	Pending	TRUE
20261221-FB-081	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-scheduling-efficiency-09	Facebook	Reflect On What Helped Teams Thrive	branded instagram portrait graphic, operational healthcare layout, minimal calendar grid elements, soft green highlight, navy and slate accents, clean modern headline space, organized and efficient visual tone, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Reflect On What Helped Teams Thrive	Year-end is a natural time to reflect on what helped your team stay aligned, responsive, and consistent. CommunityBridge helps organizations move into the next season with stronger workflows and clearer coordination. Request a demo to explore what comes next.	#CommunityBridge #SchedulingEfficiency #ABATherapy #ClinicOperations #CareCoordination #WorkflowTools #YearEnd #ReflectAndReset	2026-12-21	10:00 AM	Year-End Reflection	Pending	TRUE
20261221-IG-081	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-scheduling-efficiency-09	Instagram	Reflect On What Helped Teams Thrive	branded instagram portrait graphic, operational healthcare layout, minimal calendar grid elements, soft green highlight, navy and slate accents, clean modern headline space, organized and efficient visual tone, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Reflect On What Helped Teams Thrive	Year-end reflection can reveal what helped your team work better together. CommunityBridge supports the clarity and coordination that carry into the next season. Request a demo to learn more.	#CommunityBridge #SchedulingEfficiency #ABATherapy #ClinicOperations #CareCoordination #WorkflowTools #YearEnd #ReflectAndReset	2026-12-21	10:00 AM	Year-End Reflection	Pending	TRUE
20261223-FB-082	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-billing-visibility-10	Facebook	Reflect On What Helped Teams Thrive	professional branded social graphic for healthcare operations, clean white background, subtle billing chart elements, blue-green gradient lines, polished admin-tech style, clear centered headline, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Reflect On What Helped Teams Thrive	Year-end is a natural time to reflect on what helped your team stay aligned, responsive, and consistent. CommunityBridge helps organizations move into the next season with stronger workflows and clearer coordination. Request a demo to explore what comes next.	#CommunityBridge #BillingVisibility #HealthcareTechnology #ABATherapy #AdminEfficiency #OperationsSupport #YearEnd #ReflectAndReset	2026-12-23	10:00 AM	Year-End Reflection	Pending	TRUE
20261223-IG-082	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-billing-visibility-10	Instagram	Reflect On What Helped Teams Thrive	professional branded social graphic for healthcare operations, clean white background, subtle billing chart elements, blue-green gradient lines, polished admin-tech style, clear centered headline, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Reflect On What Helped Teams Thrive	Year-end reflection can reveal what helped your team work better together. CommunityBridge supports the clarity and coordination that carry into the next season. Request a demo to learn more.	#CommunityBridge #BillingVisibility #HealthcareTechnology #ABATherapy #AdminEfficiency #OperationsSupport #YearEnd #ReflectAndReset	2026-12-23	10:00 AM	Year-End Reflection	Pending	TRUE
20261225-FB-083	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-reporting-insights-11	Facebook	Reflect On What Helped Teams Thrive	clean data-informed social graphic, branded healthcare-tech portrait design, subtle report cards and chart accents, calm professional palette, spacious layout, headline prominent and readable, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Reflect On What Helped Teams Thrive	Year-end is a natural time to reflect on what helped your team stay aligned, responsive, and consistent. CommunityBridge helps organizations move into the next season with stronger workflows and clearer coordination. Request a demo to explore what comes next.	#CommunityBridge #ReportingInsights #HealthcareWorkflow #ABATherapy #CareCoordination #OperationalClarity #YearEnd #ReflectAndReset	2026-12-25	10:00 AM	Year-End Reflection	Pending	TRUE
20261225-IG-083	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-reporting-insights-11	Instagram	Reflect On What Helped Teams Thrive	clean data-informed social graphic, branded healthcare-tech portrait design, subtle report cards and chart accents, calm professional palette, spacious layout, headline prominent and readable, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Reflect On What Helped Teams Thrive	Year-end reflection can reveal what helped your team work better together. CommunityBridge supports the clarity and coordination that carry into the next season. Request a demo to learn more.	#CommunityBridge #ReportingInsights #HealthcareWorkflow #ABATherapy #CareCoordination #OperationalClarity #YearEnd #ReflectAndReset	2026-12-25	10:00 AM	Year-End Reflection	Pending	TRUE
20261228-FB-084	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-admin-time-savings-12	Facebook	Reflect On What Helped Teams Thrive	static branded promo graphic, calm admin efficiency theme, white background, layered blue and green curves, checklist and workflow icons, modern clean typography, polished and practical, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Reflect On What Helped Teams Thrive	Year-end is a natural time to reflect on what helped your team stay aligned, responsive, and consistent. CommunityBridge helps organizations move into the next season with stronger workflows and clearer coordination. Request a demo to explore what comes next.	#CommunityBridge #AdminEfficiency #CareCoordination #ABATherapy #HealthcareTechnology #TeamSupport #YearEnd #ReflectAndReset	2026-12-28	10:00 AM	Year-End Reflection	Pending	TRUE
20261228-IG-084	CommunityBridge Annual Growth Campaign 2026-2027	2026-12-admin-time-savings-12	Instagram	Reflect On What Helped Teams Thrive	static branded promo graphic, calm admin efficiency theme, white background, layered blue and green curves, checklist and workflow icons, modern clean typography, polished and practical, instagram portrait 4:5, CommunityBridge branding, Year-End Reflection emphasis, headline text Reflect On What Helped Teams Thrive	Year-end reflection can reveal what helped your team work better together. CommunityBridge supports the clarity and coordination that carry into the next season. Request a demo to learn more.	#CommunityBridge #AdminEfficiency #CareCoordination #ABATherapy #HealthcareTechnology #TeamSupport #YearEnd #ReflectAndReset	2026-12-28	10:00 AM	Year-End Reflection	Pending	TRUE
20270101-FB-085	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-parent-trust-01	Facebook	A New Year Starts With Clear Systems	supportive branded social graphic, family trust theme, clean portrait layout, soft green and blue arcs, subtle family silhouettes or icons, modern calming typography, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text A New Year Starts With Clear Systems	A new year often starts with a new focus on clarity, consistency, and stronger systems. CommunityBridge helps organizations begin the year with better communication, scheduling, and operational visibility. Request a demo to see how the platform supports your team.	#CommunityBridge #ParentTrust #FamilySupport #ABATherapy #CareTeams #HealthcareTechnology #NewYear #OperationalReset	2027-01-01	10:00 AM	New Year	Pending	TRUE
20270101-IG-085	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-parent-trust-01	Instagram	A New Year Starts With Clear Systems	supportive branded social graphic, family trust theme, clean portrait layout, soft green and blue arcs, subtle family silhouettes or icons, modern calming typography, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text A New Year Starts With Clear Systems	A new year is a good time to build stronger systems behind everyday care. CommunityBridge helps teams start with more clarity and coordination. Request a demo to explore the platform.	#CommunityBridge #ParentTrust #FamilySupport #ABATherapy #CareTeams #HealthcareTechnology #NewYear #OperationalReset	2027-01-01	10:00 AM	New Year	Pending	TRUE
20270104-FB-086	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-provider-growth-02	Facebook	A New Year Starts With Clear Systems	professional growth-focused healthcare graphic, clean white field, subtle upward motion elements, dashboard and team icons, blue-green brand accents, modern polished portrait composition, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text A New Year Starts With Clear Systems	A new year often starts with a new focus on clarity, consistency, and stronger systems. CommunityBridge helps organizations begin the year with better communication, scheduling, and operational visibility. Request a demo to see how the platform supports your team.	#CommunityBridge #ProviderGrowth #ABATherapy #HealthcareOperations #ScalableSystems #ClinicLeadership #NewYear #OperationalReset	2027-01-04	10:00 AM	New Year	Pending	TRUE
20270104-IG-086	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-provider-growth-02	Instagram	A New Year Starts With Clear Systems	professional growth-focused healthcare graphic, clean white field, subtle upward motion elements, dashboard and team icons, blue-green brand accents, modern polished portrait composition, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text A New Year Starts With Clear Systems	A new year is a good time to build stronger systems behind everyday care. CommunityBridge helps teams start with more clarity and coordination. Request a demo to explore the platform.	#CommunityBridge #ProviderGrowth #ABATherapy #HealthcareOperations #ScalableSystems #ClinicLeadership #NewYear #OperationalReset	2027-01-04	10:00 AM	New Year	Pending	TRUE
20270106-FB-087	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-operational-clarity-03	Facebook	Operational Clarity Changes Everything	minimal branded operations graphic, portrait static design, crisp typography, subtle workflow layers and directional lines, clean healthcare-tech atmosphere, blue and green highlight accents, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text Operational Clarity Changes Everything	Operational clarity helps teams move faster with less confusion. CommunityBridge brings key workflows into one connected experience so providers can support staff and families more effectively. Request a demo to see how clearer operations can improve the day. This season is a good time to focus on new year planning and operational reset.	#CommunityBridge #OperationalClarity #ClinicOperations #ABATherapy #WorkflowSupport #HealthcareTechnology	2027-01-06	10:00 AM	None	Pending	TRUE
20270106-IG-087	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-operational-clarity-03	Instagram	Operational Clarity Changes Everything	minimal branded operations graphic, portrait static design, crisp typography, subtle workflow layers and directional lines, clean healthcare-tech atmosphere, blue and green highlight accents, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text Operational Clarity Changes Everything	Clarity creates momentum. CommunityBridge helps teams simplify operations so the day can run with more confidence. Request a demo to explore the platform. This season is all about new year planning and operational reset.	#CommunityBridge #OperationalClarity #ClinicOperations #ABATherapy #WorkflowSupport #HealthcareTechnology	2027-01-06	10:00 AM	None	Pending	TRUE
20270108-FB-088	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-faq-education-04	Facebook	Better Questions Lead To Better Workflows	educational branded social graphic, portrait layout, FAQ card motif, calm healthcare-tech palette, clean whitespace, modern headline and subtle icon accents, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text Better Questions Lead To Better Workflows	Sometimes the best workflow improvements start with the right questions. CommunityBridge helps organizations simplify the systems behind communication, scheduling, and day-to-day coordination. Request a demo to see what a more connected workflow could look like. This season is a good time to focus on new year planning and operational reset.	#CommunityBridge #ABAEducation #HealthcareWorkflow #ABATherapy #OperationsSupport #ProviderTools	2027-01-08	10:00 AM	None	Pending	TRUE
20270108-IG-088	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-faq-education-04	Instagram	Better Questions Lead To Better Workflows	educational branded social graphic, portrait layout, FAQ card motif, calm healthcare-tech palette, clean whitespace, modern headline and subtle icon accents, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text Better Questions Lead To Better Workflows	Good questions often lead to stronger systems. CommunityBridge helps teams simplify everyday coordination with tools built for clarity. Request a demo to learn more. This season is all about new year planning and operational reset.	#CommunityBridge #ABAEducation #HealthcareWorkflow #ABATherapy #OperationsSupport #ProviderTools	2027-01-08	10:00 AM	None	Pending	TRUE
20270111-FB-089	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-demo-cta-05	Facebook	See CommunityBridge In Action	branded promotional static graphic, clean modern healthcare-tech style, subtle app interface cards, green call-to-action accent, white and slate composition, confident headline area, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text See CommunityBridge In Action	The best way to understand a stronger workflow is to see it in action. CommunityBridge helps organizations simplify communication, scheduling, coordination, and operational visibility in one connected platform. Request a demo to explore how it could support your team. This season is a good time to focus on new year planning and operational reset.	#CommunityBridge #RequestADemo #ABATherapy #HealthcareTechnology #CareCoordination #ClinicOperations	2027-01-11	10:00 AM	None	Pending	TRUE
20270111-IG-089	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-demo-cta-05	Instagram	See CommunityBridge In Action	branded promotional static graphic, clean modern healthcare-tech style, subtle app interface cards, green call-to-action accent, white and slate composition, confident headline area, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text See CommunityBridge In Action	Want to see how a more connected care workflow could look for your team. Request a demo and explore CommunityBridge in action. This season is all about new year planning and operational reset.	#CommunityBridge #RequestADemo #ABATherapy #HealthcareTechnology #CareCoordination #ClinicOperations	2027-01-11	10:00 AM	None	Pending	TRUE
20270113-FB-090	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-role-based-dashboards-06	Facebook	Clear Roles Create Better Care Days	clean branded healthcare-tech social graphic, white and slate background with subtle blue-green gradient accents, calm modern layout, abstract connected nodes and dashboard cards, headline centered, CommunityBridge brand feel, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text Clear Roles Create Better Care Days	When every role can see what matters most, daily operations get easier to manage. CommunityBridge helps teams reduce confusion, support consistent communication, and keep care moving forward with more clarity. Request a demo to see how a more connected workflow can support your organization. This season is a good time to focus on new year planning and operational reset.	#CommunityBridge #ABATherapy #CareCoordination #HealthcareTechnology #BCBA #ClinicOperations	2027-01-13	10:00 AM	None	Pending	TRUE
20270113-IG-090	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-role-based-dashboards-06	Instagram	Clear Roles Create Better Care Days	clean branded healthcare-tech social graphic, white and slate background with subtle blue-green gradient accents, calm modern layout, abstract connected nodes and dashboard cards, headline centered, CommunityBridge brand feel, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text Clear Roles Create Better Care Days	Clear roles make busy care days feel more manageable. CommunityBridge helps teams stay connected, informed, and ready to support families with more confidence. Request a demo to see the workflow in action. This season is all about new year planning and operational reset.	#CommunityBridge #ABATherapy #CareCoordination #HealthcareTechnology #BCBA #ClinicOperations	2027-01-13	10:00 AM	None	Pending	TRUE
20270115-FB-091	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-family-communication-07	Facebook	Family Communication Should Feel Simple	static branded portrait social graphic, supportive healthcare-tech style, soft green and blue accents, clean whitespace, subtle message bubbles and family-care icons, modern sans serif typography, calm reassuring composition, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text Family Communication Should Feel Simple	Families should not have to guess what comes next. CommunityBridge helps care teams share timely updates, reduce back-and-forth, and create a more confident experience for parents and caregivers. Request a demo to explore a simpler communication workflow. This season is a good time to focus on new year planning and operational reset.	#CommunityBridge #FamilyCommunication #ABATherapy #CareTeams #ParentSupport #HealthcareWorkflow	2027-01-15	10:00 AM	None	Pending	TRUE
20270115-IG-091	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-family-communication-07	Instagram	Family Communication Should Feel Simple	static branded portrait social graphic, supportive healthcare-tech style, soft green and blue accents, clean whitespace, subtle message bubbles and family-care icons, modern sans serif typography, calm reassuring composition, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text Family Communication Should Feel Simple	Better family communication starts with clearer systems behind the scenes. CommunityBridge helps providers keep updates timely, simple, and easier for families to trust. Request a demo to learn more. This season is all about new year planning and operational reset.	#CommunityBridge #FamilyCommunication #ABATherapy #CareTeams #ParentSupport #HealthcareWorkflow	2027-01-15	10:00 AM	None	Pending	TRUE
20270118-FB-092	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-scheduling-efficiency-08	Facebook	Better Schedules Support Better Days	branded instagram portrait graphic, operational healthcare layout, minimal calendar grid elements, soft green highlight, navy and slate accents, clean modern headline space, organized and efficient visual tone, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text Better Schedules Support Better Days	Scheduling is more than filling a calendar. CommunityBridge helps providers coordinate staff, reduce friction, and create smoother days for clinicians, office teams, and families alike. Request a demo to see a more efficient scheduling workflow. This season is a good time to focus on new year planning and operational reset.	#CommunityBridge #SchedulingEfficiency #ABATherapy #ClinicOperations #CareCoordination #WorkflowTools	2027-01-18	10:00 AM	None	Pending	TRUE
20270118-IG-092	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-scheduling-efficiency-08	Instagram	Better Schedules Support Better Days	branded instagram portrait graphic, operational healthcare layout, minimal calendar grid elements, soft green highlight, navy and slate accents, clean modern headline space, organized and efficient visual tone, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text Better Schedules Support Better Days	A stronger schedule helps everyone move with less friction. CommunityBridge supports clearer planning, smoother handoffs, and better daily coordination. Request a demo to see the difference. This season is all about new year planning and operational reset.	#CommunityBridge #SchedulingEfficiency #ABATherapy #ClinicOperations #CareCoordination #WorkflowTools	2027-01-18	10:00 AM	None	Pending	TRUE
20270120-FB-093	CommunityBridge Annual Growth Campaign 2026-2027	2027-01-billing-visibility-09	Facebook	Visibility Turns Billing Into Action	professional branded social graphic for healthcare operations, clean white background, subtle billing chart elements, blue-green gradient lines, polished admin-tech style, clear centered headline, instagram portrait 4:5, CommunityBridge branding, New Year Reset emphasis, headline text Visibility Turns Billing Into Action	When billing details are easier to track, teams can respond faster and plan with more confidence. CommunityBridge helps organizations improve visibility across operational workflows so fewer details get lost. Request a demo to explore smarter coordination. This season is a good time to focus on new year planning and operational reset.	#CommunityBridge #BillingVisibility #HealthcareTechnology #ABATherapy #AdminEfficiency #OperationsSupport	2027-01-20	10:00 AM	None	Pending	TRUE
